title,location,area,bed,bath,price
บ้านเดี่ยว ลัดดารมย์ อิลิแกนซ์ วงแหวน สาทร มีห้องนอนชั้น1 ตกแต่งสวย เนื้อที่ 80 ตร. ว,"บางแค, บางแค, กรุงเทพมหานคร",79.8 ตร.ว.,4,5,"13,500,000"
ขาย บ้านเดี่ยว 2 ชั้น ดิ เอ็กซ์คลูซีฟ พัฒนาการ32 The Exclusive Pattanakarn 32 ย่านพัฒนาการ สวนหลวง,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",63.8 ตร.ว.,3,3,"11,800,000"
4 bedrooms - 5 bathrooms - rent : 150000bath/ month - sale: 40MB,"คลองเตยเหนือ, วัฒนา, กรุงเทพมหานคร",100 ตร.ว.,4,5,"40,000,000"
บ้านเดี่ยว ม. คาซ่าวิลล์ วัชรพล-สุขาภิบาล 5 ใกล้ รถไฟฟ้าสายสีเขียว สถานีคูคต,"ออเงิน, สายไหม, กรุงเทพมหานคร",50.5 ตร.ว.,4,3,"5,490,000"
41294 - ขายบ้านเดี่ยว 2 ชั้น เนื้อที่ 187 ตร. ว. ถ. วิภาวดี-รังสิต,"ดินแดง, ดินแดง, กรุงเทพมหานคร",31 ตร.ว.,4,5,"28,000,000"
ขายทาวโฮม3 ชั้นหมู่บ้านthe enter ซ. กาญจนา 39 สวยทำเลดีมาก,"ประเวศ, ประเวศ, กรุงเทพมหานคร",151 ตร.ว.,3,3,"4,900,000"
ขายขาดทุน ถูกมาก บ้านเดี่ยว เศรษฐสิริ วัชรพล สุขาภิบาล5 ถนนเมน หลังใหญ่ 151 ตรว หลังมุม ต้นโครงการ ต่อเติมบ้านเพิ่มอีกหนึ่งหลัง บิ้วอิน หินอ่อน สวยหรูทำใหม่หมด คุ้มค่าสุดๆ ราคาโดนใจ  ทำเล วัชรพล สุขาภิบาล5 ใกล้ทางด่วน,"ออเงิน, สายไหม, กรุงเทพมหานคร",36 ตร.ว.,4,5,"19,900,000"
บ้านเดี่ยว 2 ชั้น (หลังมุม) 58.8 ตร. ว. หมู่บ้านดีไลท์ แอทซีน  ซอยจตุโชติ ถนนสุขาภิบาล5,"ออเงิน, สายไหม, กรุงเทพมหานคร",58.8 ตร.ว.,3,3,"4,900,000"
ขายบ้านเดี่ยว 2 ชั้น สภาพใหม่ ซ. เสรีไทย 26 ถนนเสรีไทย พร้อมเข้าอยู่ เนื้อที่ 50 ตรว. ใกล้เดอะมอลล์บางกะปิ รถไฟฟ้าใต้ดินสายสีส้ม ราคาพิเศษ+++,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",50 ตร.ว.,3,4,"4,900,000"
ขาย บ้านเดี่ยว หมู่บ้าน มัณฑนา เลค วัชรพล โซนใกล้ทะเลสาปและคลับเฮ้าส์  บ้านหลังใหญ่แต่งสวย พร้อมเข้าอยู่,"สายไหม, สายไหม, กรุงเทพมหานคร",73 ตร.ว.,4,3,"12,600,000"
"BAAN SANSIRI PATTANAKARN, 4 beds, 5 baths, 548 sqm, SELL: 110,000,000 THB (50/50) Rent: 400,000/Month (Furnished)","สวนหลวง, สวนหลวง, กรุงเทพมหานคร",137 ตร.ว.,4,5,"110,000,000"
ขายที่ดิน 100 ตารางวา  ซอยพัฒนาการ 69 พร้อมบ้าน 2 ชั้น ทำเลดีมาก บรรยากาศร่มรื่น,"พระโขนง, คลองเตย, กรุงเทพมหานคร",100 ตร.ว.,3,3,"7,950,000"
"ขายบ้านเดี่ยว 2 ชั้น พร้อมสระว่ายน้ำ, ซอยปรีดีย์พนมยงค์ 42 สุขุมวิท ใกล้ เอกมัย และ ทองหล่อ, แขวงคลองตันเหนือ เขตวัฒนา กทม.","คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร","302,570.6 ตร.ว.",3,4,"23,900,000"
The Emporio Place / Office For Sale / 3 Office rooms / 140 SQM / BTS Phrom Phong / Bangkok,"คลองตัน, คลองเตย, กรุงเทพมหานคร",25.3 ตร.ว.,3,3,"23,000,000"
ขาย บ้านเดี่ยว มัณฑนา เลค วัชรพล 50 ตรว แต่งสวย บิ้วอิน เป็นบ้านตัวอย่างจากโครงการ คุ้มค่า ราคาโดนใจ  ทำเล สุขาภิบาล5 สายไหม หทัยราษฎร์ ใกล้ทางด่วน,"ออเงิน, สายไหม, กรุงเทพมหานคร",50 ตร.ว.,4,2,"6,180,000"
390 ตร. ม. สำนักงานสำหรับ ขาย ใน,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",97.5 ตร.ว.,4,4,"22,500,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้าน เคซี โฮม จี 4 เนื้อที่ 63.7 ตารางวา 4 ห้องนอน 2 ห้องน้ำ นิมิตใหม่ 40 รามอินทรา มีนบุรี สุวินทวงค์ หทัยราษฎร์ คลองสามวา มิตรไมตรี แฟชั่นไอส์แลนด์ โรงเรียนเบญจมราชาลัย,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63.8 ตร.ว.,3,3,"3,390,000"
บ้านเดี่ยว ม. ลัดดารมย์ เพชรเกษม69 ใกล้เดอะมอลล์บางแค และ รถไฟฟ้าสายสีน้ำเงิน สถานีหลักสอง,"หนองแขม, หนองแขม, กรุงเทพมหานคร",103.3 ตร.ว.,3,5,"6,990,000"
ขาย บ้านเดี่ยว  2 ชั้น ทำเลใจกลางเมือง ซอยลาดพร้าว 101 แยก 38 สามารถทะลุ ซอยลาดพร้าว 107 เดินทางสะดวก เข้า-ออก ได้หลายเส้นทาง ใกล้แหล่งชุมชน ใกล้ เดอะมอลล์บางกะปิ แฮปปี้แลนด์ ลำสาลี รามคำแหง ซอยโพธิ์แก้ว นวมินทร์ สุดยอดทำเลกลางเมือง ใกล้รถไฟฟ้าสายสีเหลือง,"บางกะปิ, ห้วยขวาง, กรุงเทพมหานคร","144,462.9 ตร.ว.",3,3,"6,500,000"
216 ตร. ม. 3 ห้องนอน  5 ห้องน้ำ บ้านเดี่ยวสำหรับ ขาย ใน,"บางขุนพรหม, พระนคร, กรุงเทพมหานคร",54 ตร.ว.,3,3,"22,000,000"
มาแล้ววว!!!!  บ้านเดี่ยว ทำเลดี ราคาถูกขาย หมู่บ้าน ภัสสร 19 จตุโชติ 3 ห้องนอน 3 ห้องน้ำ ติดทางด่วน ตกแต่งสวยครบ พร้อมเข้าอยู่,"สายไหม, สายไหม, กรุงเทพมหานคร",51 ตร.ว.,4,3,"3,990,000"
ขาย บ้านเดี่ยว  2 ชั้น ทำเลใจกลางเมือง ซอยลาดพร้าว 101 แยก 38 สามารถทะลุ ซอยลาดพร้าว 107 เดินทางสะดวก เข้า-ออก ได้หลายเส้นทาง ใกล้แหล่งชุมชน ใกล้เดอะมอลล์บางกะปิ แฮปปี้แลนด์ ลำสาลี รามคำแหง ซอยโพธิ์แก้ว นวมินทร์ สุดยอดทำเลกลางเมือง ใกล้รถไฟฟ้าสายสีเหลือง,"บางกะปิ, ห้วยขวาง, กรุงเทพมหานคร","143,414.8 ตร.ว.",10,6,"7,600,000"
